ticker,avg_sentiment_score,sentiment_std,mention_count,min_sentiment_score,max_sentiment_score,avg_confidence,avg_positive_score,avg_negative_score,avg_neutral_score,dominant_sentiment,date,returns
APPLE,-0.6727,,1,-0.6727,-0.6727,0.6727,0.0412,0.6727,0.2861,negative,2018-04-27,-1.1570052673958608
APPLE,0.1061,0.708,5,-0.9516,0.9107,0.8104,0.3209,0.2925,0.3866,neutral,2018-05-01,2.323612712908263
APPLE,0.2279,0.3224,2,0.0,0.4559,0.6478,0.2978,0.1822,0.52,neutral,2018-05-02,4.41751129212935
APPLE,0.7186,0.0054,2,0.7148,0.7224,0.7186,0.7186,0.1735,0.108,positive,2018-05-03,0.1812252179516971
APPLE,0.2311,0.4003,3,0.0,0.6934,0.6969,0.2759,0.205,0.5191,neutral,2018-05-04,3.9233494968837324
APPLE,0.8906,,1,0.8906,0.8906,0.8906,0.8906,0.04,0.0693,positive,2018-05-07,0.7234793022606212
APPLE,-0.1734,0.7284,5,-0.936,0.8694,0.7794,0.2711,0.4009,0.328,negative,2018-05-10,1.4304233019799995
APPLE,0.0,,1,0.0,0.0,0.9275,0.0557,0.0169,0.9275,neutral,2018-05-14,-0.2333309534534922
APPLE,0.0,0.0,2,0.0,0.0,0.8966,0.0355,0.0679,0.8966,neutral,2018-05-16,0.9332799565365368
APPLE,0.9169,,1,0.9169,0.9169,0.9169,0.9169,0.0393,0.0438,positive,2018-05-17,-0.6323854986309496
APPLE,0.0,,1,0.0,0.0,0.9186,0.0563,0.0251,0.9186,neutral,2018-05-18,-0.36362835758976253
APPLE,0.4011,,1,0.4011,0.4011,0.4011,0.4011,0.3675,0.2314,positive,2018-05-25,0.22852227809047054
APPLE,-0.9346,,1,-0.9346,-0.9346,0.9346,0.0097,0.9346,0.0558,negative,2018-05-31,-0.335998422558792
APPLE,-0.2722,0.385,2,-0.5444,0.0,0.724,0.0595,0.2782,0.6624,negative,2018-06-01,1.8033865691645445
APPLE,0.0,0.0,3,0.0,0.0,0.8789,0.0602,0.0609,0.8789,neutral,2018-06-04,0.8357816804232421
APPLE,0.0,,1,0.0,0.0,0.5487,0.2973,0.1541,0.5487,neutral,2018-06-08,-0.9097290908016697
APPLE,-0.8954,,1,-0.8954,-0.8954,0.8954,0.0491,0.8954,0.0555,negative,2018-06-13,-0.821683490182934
APPLE,-0.8602,,1,-0.8602,-0.8602,0.8602,0.019,0.8602,0.1208,negative,2018-06-15,-1.0272590933875558
APPLE,-0.4419,0.6249,2,-0.8837,0.0,0.8964,0.0429,0.4521,0.505,negative,2018-06-18,-0.052963452652854404
APPLE,-0.3177,0.5503,3,-0.9531,0.0,0.8725,0.0435,0.3909,0.5656,neutral,2018-06-19,-1.6159547668843643
APPLE,0.0,,1,0.0,0.0,0.6835,0.097,0.2195,0.6835,neutral,2018-06-27,-0.14637256294847134
APPLE,0.0,,1,0.0,0.0,0.8369,0.1468,0.0163,0.8369,neutral,2018-06-29,-0.2102374570980614
APPLE,-0.951,,1,-0.951,-0.951,0.951,0.0133,0.951,0.0358,negative,2018-07-03,-1.7416362448437472
APPLE,0.0,,1,0.0,0.0,0.9219,0.026,0.0522,0.9219,neutral,2018-07-09,1.3885078732386757
APPLE,0.0,,1,0.0,0.0,0.6434,0.0877,0.2689,0.6434,neutral,2018-07-10,-0.12068258599248205
APPLE,-0.8623,0.1383,2,-0.96,-0.7645,0.8623,0.0171,0.8623,0.1207,negative,2018-07-11,-1.2975949498713946
